Argument1,Argument2,Label
"Massive respect for these people. How very well spoken. #InsulateBritain ""#Civildisobedience is the place to be."" https://t.co/P2TzCpmy5Q","#Mum who drove her car into #InsulateBritain #Protesters didn't get a #BackBritain medal for #CommonSense so she's now selling #Merch 👍😎
.
But the #WOKE #PRESS are Spinning it by saying EVERYONE is Un-Impressed! ... #WRONG!! #FakeNews!! 👁🕶👁
.
https://t.co/Kw96cLds6D",0
"If the UK government really wanted to stop climate protesters blocking roads, and to combat climate change, they'd start putting resources into insulating our homes, and wouldn't be allowing new oil fields and coal mines #insulatebritain #ClimateEmergency 
https://t.co/iOlo0ieBj5","Hey @lbc! Referring to the #InsulateBritain protesters, who have gone to prison for their conviction that saving this planet and the future of generations to come is more important than their own personal freedom, as an eco mob is biased &amp; despicable! Apologise!",1
Will the #InsulateBritain blokes who have been jailed be glueing their ass cheeks together?,"Jail these #InsulateBritain clowns.
They put UK citizens lives in danger.
I have no pity for such arseholes.
They want jail, so they can feign martyrdom, seen by the threat in court ""If I'm not put in jail I will block roads again"".
Give them what they want tomorrow. https://t.co/q04aBb0JN7",1
"I get #InsulateBritain. I've spent £37000 renovating a 120 year old house. Roof,windows,dpc,K Rend,LED lights,recycle,ect.. My thermostat is at 18.5 even in winter. I walk into town to buy local produce. I only use my car to get to work 28 miles there &amp; back. I'm trying hard tho'","(2/2) At last something vaguely approaching justice begins to catch up, in a small way, with these criminals. Next, Extinction Rebellion quasi-terrorists? We can hope, at least.

#InsulateBritain #InsulateBritainLoonies @InsulateLove @ExtinctionR #ExtinctionRebellion",0
"10 peaceful environmental protestors are in prison in the UK right now.

What will you do? 

Will you join us in mass civil resistance? 

#extinctionrebellion #insulatebritain #climatecrisis #climatejustice #nonviolent #civildisobedience https://t.co/3pmcggxPJV","INSULATE PRISON TSHIRT AVAILABLE TO BUY @ https://t.co/hbPIynjnel

The perfect Christmas gift for anyone bored of these climate nut jobs who block our roads #InsulateBritain  #insulateprison #climate https://t.co/GfgB9uC6as",0
Really alarmed to see such lengthy sentences for #InsulateBritain protestors – another massive assault on the right to protest which will stop us all from standing up to power https://t.co/bS2P8fiipZ,"Don't get any ideas, #InsulateBritain 😉
Non-violent resistance is now a moral necessity.
#directaction 
#Civildisobedience
#ClimateJustice https://t.co/OXdfWW4PeE",0
Reduce the use of cruel bird deterrents on buildings to protect birds. - Sign the Petition! #Housing #NoToBirdSpikes #InsulateBritain https://t.co/crrH3qpUeb via @UKChange,"Quick question...

Why are those gloating over the imprisonment of #InsulateBritain protesters also happen to be the most thickest, dullest anti #FreeSpeech buttholes that I've ever encountered? 🤔",1
Quite astounded by the high number of whoops of joy and support for the decision to bang up the 9 #InsulateBritain peeps. And onwards we slide down the slippery slope #DeathOfDemocracy #RightToProtest #CreepingAuthoritarianism,"@OpensideNo7 @Antipolluters @mitsyarty @MetroUK Sounds harsh, but true. She sounds like a bit of an attention-seeker to me #InsulateBritain #JeremyVine",0
"#InsulateBritain protestors sent to prison, more to follow as IPCC scientists point out we won't stay below 1.5C with the current plan, heat world for 30 years

They chose to no longer be bystanders - what will we do?

@GeorgeMonbiot @OwenJones84 @AyoCaesar @johnmcdonnellMP","@JC_free82 Unjabbed or forcibly jabbed, could find myself locked up as some kind of resistance granny. As long as they don't make me share detention camp with #insulatebritain will be fine. 
Seriously, there will be many thousands of us. Huge crisis for gov / police.
#NoMedicalApartheid",0
"Professor Bhaskar Vira, head of Dept of Geography at Cambridge, on the need for climate activism.

#insulatebritain @insulatelove @extinctionr https://t.co/2WoyJfGx3G","Raj Chada, Head of our @HJACrimeTeam spoke to Nicky Campbell on @bbc5live about the 9 #InsulateBritain protesters who were sentenced to prison - the 1st peaceful protesters to be imprisoned in the UK since the 1930s:

🔊Listen back now from 10:40 AM: 

https://t.co/UFzawPCSU4",1
"I hope every day in prison is time for those morons to reflect on their selfish, arrogant and narcissistic behaviour. #InsulateBritain please know that you are loathed https://t.co/ZXvnd1SfFn","If #InsulateBritain blocking roads grinds your gears, is this better? You might not like the methods but we are past polite requests. #ClimateActionNow https://t.co/FV2nJRxTnm",0
"@MichelleDewbs You need to do your homework, Michelle. These are on the right side of history #climatemartyr #InsulateBritain",@craig739 And a good Christmas present for ordinary decent people that the privileged Thug 9 from #InsulateBritain thought they could treat with such selfish contempt.,0
"@HJAcivillibs @HJACrimeTeam ""With these prison terms, the long and honourable tradition of protecting ordinary decent people from thugs and vigilantes upheld again""
#InsulateBritain",@UkPolitoons #InsulateBritain zombie Emma Smart should block the road to whichever salon did her barnet. That fringe is criminal,1
,,
I’m going to be brutally honest. If he’d bothered to obey the injunction instead of smugly thinking he was above it he wouldn’t be in danger of going to prison 🤷🏻‍♀️ #justsaying #insulatebritain https://t.co/dGAwH1qPr5,"Emotional desperate speech from @GeorgeMonbiot . We have no choice but to take desperate measures. The blah blah blah has got to be replaced by action.
#InsulateBritain @10DowningStreet https://t.co/V4FiaeUWXO",0
The tactics of #InsulateBritain are ridiculous and pretty much useless but this will become the norm for protest in Britain. From the football fan to the worker protesting for better working conditions. This is a dangerous precedent. #KilltheBill #ToryBritain https://t.co/KhiFmjXjKp,@Palmaprincess @danwootton @danwootton was very tolerant. I lost count how many times MotorMouth Tracy Mallaghan #InsulateBritain called him ' A frightened little boy' &amp; 'A Drama Queen'. She's quite mad!!,1
#InsulateBritain inmates already boring other prisoners to death. https://t.co/gRz830beFJ,"@lopcute ""They are not the actual problem, are they.""
Yes, they are.
Like so many vigilante groups that lie about being ""on the right side of history"" in order to make excuses for their selfish and reckless actions.
#InsulateBritain",1
"Join us and stand in solidarity with the 9 on 20th Nov. 

Facebook event 👇
https://t.co/7IsHYqm5e4

#betrayedbyourgovernment
#betrayedbyboris
#insulatebritain https://t.co/HJRis0FqvM",@fredwibblington @lnn1910ann Blocking the highway is not a criminal offence hence Schnapps need to literally take the law into his own hands. I support the aims of #InsulateBritain and I utterly repudiate the devious menace our government has become.,1
@ClimateHuman You can protect your kids and make a difference. A lot of people follow you. Peter you need to use your influence to help spread the word and endorse other activists who are out there engaging-in nonviolent direct action and making a difference. For start help  #InsulateBritain,"@BorisJohnson PM, #FossilFuel prices pushing up inflation? Increase energy efficiency #InsulateBritain reduce #FossilFuels demand there are solutions available implement them #ClimateCrisis #ClimateEmergency #1o5C",1
"While #InsulateBritain protesters, acting out of concern for the future of the planet, are banged up for months, this corrupt clown subverts and degrades our democracy on a daily basis. And the media barely cover it.

#c4news
https://t.co/4nXo0XBCcG",@InsulateLove Best news I’ve heard all day.Hope they enjoy their porridge at my the tax payers expense #InsulateBritain,0
@_RobbieMoore @COP26 @Climate_Action_ People are playing their part. Gov has to too. #StopCambo #InsulateBritain,"I see Farage is hatewanking himself blind in a frothy frenzy of fascism at the #InsulateBritain jail terms.

The shitemongering twunt. https://t.co/2b5DqHjfTd",1
"""Any group that causes misery to motorists can expect JAIL"" Misery? Motorists? Temporary inconvenience more like. Talk to the poor, the homeless, the sick, the disabled, the ones who wait for hours for ambulances &amp; in A&amp;E - about true misery. #InsulateBritain #ExtinctionRebellion https://t.co/sJUr9hxvUk","London Bridge trending doesn't make me think the Queen is dead, but more like, that's probably where those  #insulatebritain dumbos find themselves, today.

#LondonBridge https://t.co/qGvWrdIR8p",0
"Get down to the Royal Courts of Justice now - support the fight against new oil in Surrey - and support the fight for the solutions to the crisis that's already here, as #InsulateBritain activists face prison sentences today.

keep it in the ground, and fight for #ClimateJustice https://t.co/QfPKy4Zfbg","This #InsulateBritain protester thinks she's going on holiday 😂😂😂😂😂

She is definitely having a break. I hear Christmas in prison is nice https://t.co/fW3sWstqeE",0
Tracey is on benefits so she has time to glue herself on motorways #InsulateBritain #GBNews,"AnnoyING #PritiFascist @pritipatel every day.
Day 246
#Annoyance
#KillTheBill:#PoliceCrackdownBill/#PCSCbill

#ExtinctionRebellion⧖/#InsulateBritain😊🧱🥶
#ClimateStrike
#SaveGaia🌏🌍🌎

#SaveOurNHS🏥",0
This is the kind of weirdo that thinks #InsulateBritain is a reasonable protest. Nothing to do with #Brexit. https://t.co/nqpHjbY0qr,"Dear #InsulateBritain nutters.
I hope your arses don't hurt too much this morning.
Xx",1
"@JeremyVineOn5 While I dont agree with the methods of #InsulateBritain &amp; similar groups, causing disruption and chaos - I do not think they should be branded as criminals.

History doesn't remember the suffragettes or stonewall riots as criminals.

@theJeremyVine","Insulate Britain activists have been sent to prison for 3-6 months for peacefully trying to get the UK govt to do what is needed to protect citizens. 
#InsulateBritain 
#ClimateCrisis 
#ActNow 
No-one is coming to save us! 
#CivilDisobedience https://t.co/msYdbbQnBq",0
,,
PeeWee Herman is going to prison and one woman has said she'll go on hunger strike lol 😂😂 awk well this is going to be great too funny #InsulateBritain https://t.co/josOZ8WPty,Why do so many people hate Insulate Britain?looking at this we’d have to say: ignorance #InsulateBritain #ClimateEmergency @GreeningPutney @bearwitness2019 @McEnteeFergal https://t.co/yNsvm6ptHv via @YouTube,1
@honeybadgeronyt @GBNEWS Watch that stupid fish wife from #InsulateBritain,Happy Xmas to the #insulatebritain clowns. At least you’ll save on presents. 😂😂😂,1
"You were patient with your guest from #InsulateBritain @danwootton 

She mentioned the Marshall Islands in her rant and this is not surprising as the Maldives and Tuvalu have been uncooperative in their demise.

Wikipedia claims sea level rise is 7mm a year but the tide gauge…. https://t.co/YeNUpeTm5a","@InsulateLove good. About time. When will u caaaaaaants learn yr lesson? The general public &amp; commuters r now sick &amp; tired of yr stupid &amp; foolish actions &amp; no one has any sympathy or support for u. Now just do one. #InsulateBritain #insulatebritainloonies

https://t.co/zaDdHHKp6P",1
"I know these people from #InsulateBritain have been driving motorists crazy, but is this really what our prisons are for?

How do these sentences compare with those handed down to dangerous drivers?

https://t.co/yqNRFSgvEo",So how many of those #InsulateBritain loons have been ed fined and/or jailed ?,0
#InsulateBritain in court today. With a bit of luck they’ll get the maximums 2yr prison term and get to play Mummies &amp; Daddies with their cell mates. Good riddance. @LBC #LBC,"BREAKING: Apache gunship helicopter on Operation Retired Soapdodger patrol finds #InsulateBritain #ExtinctionRebellion protestor Mrs T Ower who has glued her feet to the M25 motorway.

Filmed from a Canberra #AvGeek https://t.co/SJiCo488zq",1
Why did #InsulateBritain do this? What about all the ambulances 😡 https://t.co/SEGD7yzaa8,"PPS I find it v hard to tweet about the climate crisis because I'm so completely devastated by it. So I read a lot, find inspiration, make small wins. Today's win is a German tank suit, and not having the heating on. 🔥🌏 #ClimateEmergency #InsulateBritain",0
@Thailandmyfav Costing quarter of a million pounds to the tax payer! Cheaper to insulate houses with that money at £130 per loft insulated! But the gov wins and 8000 die in cold homes! No winners here! #InsulateBritain,"On 17th Nov, at the Royal Courts of Justice, #InsulateBritain supporters face jail terms of 2 years

The 9 refused to be bystanders, refused to be complicit in the collapse of civilisation.
#uk #London #ENGLAND https://t.co/JWsFbfeTEa",1
"https://t.co/Mc2cQHo1st
So, let's talk about #InsulateBritain. The desperation for governments to take action on climate change is very real and shared by many people. But there can be no #ClimateJusticeAction without #socialjustice.",So now we're sending #insulatebritain protesters to prison?? What's the next move? #Dystopia #cop26 I'm finding it hard to be hopeful.,1
"9 #Insulatebritain JAILED immediately, ranging from 2mths - 9mths!!🤬🤬🤬🤬","@SteveBTooze @rachaelvenables @LBC Amazing how these thugs always compare themselves to actual heroes from our past rather than the far more common self-serving criminals from history that they actually resemble.
#InsulateBritain lie about the science and they lie about history.",0
"This is the angry, extreme,  hectoring face of #InsulateBritain. Why would anyone want to be associated with a group that talks down to the public and blocks major roads? Delighted to see them being put in jail, although the sentences should have been longer. https://t.co/5nT38zjfl8","So much to be done to meet the Net Zero Whole Life Carbon Roadmap launched @COP26 by @UKGBC:
1) #InsulateBritain's leaky homes
2) Non-domestic #EPC reform
3) #DesignForPerformance
4) #WholeLifeCarbon mandates
5) #NetZero #NationalInfrastructure investment
https://t.co/mb3V4Uz4IL",0
,,
"Absolutely deluded. 

Protest within the law, and without disrupting normal members of the public. Which to be fair, will have zero influence on the government. 

Keep locking them up ! 

#InsulateBritain https://t.co/qa0VY7DQEy",#InsulateBritain Pity the nine didn't get at least 5 years locked up. They are such idiots. Paul in Oxford.,1
It's one thing to not bother to insulate your own home but now they won't even insulate themselves. #InsulateBritainLoonies #InsulateBritain https://t.co/Hd6twbTFS9,"All my support to the courageous activists from @InsulateLove who are now facing jail. 
#InsulateBritain is calling for a national programme to ensure homes are insulated to be low energy by 2030 in the #UnitedKingdom @XRebellionUK 
#COP26 #ClimateAction https://t.co/LjW7lgUpey",0
"We've all been betrayed by our governments.  #ClimateChaos #ClimateEmergency #InsulateBritain 
""Civil disobedience is the place to be."" Emma Smart standing in the middle #Solidarity https://t.co/5iD2JWB5NU","Hoping the tank suit will be a step-up from my current sleeping bag/hot water bottle combo, which is cosy but a bit tricky to get out of E.G. when the doorbell rings. Plus, the sleeping bag doesn't cover my shoulders. 🔥🌏 #ClimateEmergency #InsulateBritain",1
"Gratitude and solidarity to those #InsulateBritain heroes going to prison today. If only more of us had the courage of our convictions. #COP26 has shown us that Governments aren’t willing to take the steps to reduce emissions quickly enough, NVDA seems the only way forward.",Be imagine breach of high court injunction and jailed for 4 months that jokes !!! #InsulateBritain so they jailed more than years for waste people time money economy transport miss flight etc,0
"Ben Taylor, 27, tells the Judge” If you do not put me in prison I will go out to block the motorway at the earliest opportunity.” 

“I do not regret my actions, they were proportional and entirely necessary.” #InsulateBritain","Sentencing time for the #Fascist #InsulateBritainNine

#InsulateBritain 

#StAlbans https://t.co/vk1zGyvzHZ",1
"Welcome to the real world Oliver. Actions have consequences. Hope you and the others get long custodial sentences.
#InsulateBritain https://t.co/5K1DksNsFp","@woodlandsangha Then jail it is. These people are not activists.
They are reckless and selfish thugs
#InsulateBritain #Environment #ExtinctionRebellion",1
"@vin_naik @Independent Just like its #Justice when you agree with a sentence, and #injustice when you disagree with it, like you do today. 
I have seen the anarchy of #Insulatebritain. Ends don’t justify the means.","@damiengayle Good that more #InsulateBritain criminals will be rightly facing trial soon.
All the more reason for the judge to do the right thing and give the criminals before her the jail time they deserve.",1
"@grantshapps @NationalHways So you have managed to incarcerate at least 9 #InsulateBritain protestors.
 How about stinging @ExtinctionR nincompoops? The Pseudo Vigilante Group (PVG500) are still organising themselves, and will be available to serve as 'Citizen Guards' early next year. @metpoliceuk","@fredwibblington @lnn1910ann Yes, an offense, but not punishable by imprisonment. Shapps wanted to lock them up for optics. He got you.  Your repeated reference to the protesters as terrorists reveals your unacknowledged fear of climate change. What terrifies you about #InsulateBritain?",0
"Goody-Gum-Drops!!!! 

#InsulateBritain might be sentenced today 😀😀😀👍👍👍😀😀😀

https://t.co/Jacp87aFbD","@LincsRebellion @XRebellionUK @BorisJohnson @XRMidlands @InsulateLove are being rightly vilified because in their performative attempt to press the government, they pressed their arses and faces to public roads.
The government and courts are acting on our demands to stop #InsulateBritain reckless vigilantism.",1
,,
"Insulate Britain Nine - makes them sound like they’re heroes. They aren’t, they’re now convicted criminals. Nothing heroic about that at all 🤷🏻‍♀️ #justsaying #insulatebritain #M25 https://t.co/OmTb2UG4ze",Excellent news. Let’s hope someone *loses* the key. 😉#insulateBritain https://t.co/nf5MuZW4Jo,1
"@GreenRupertRead Then it looks like it’s us?

#InsulateBritain #Nov20th #CivilResistance","It should be shocking that a loving husband felt he must starve himself &amp; a group of brave environmentalists felt they had to literally glue themselves to a motorway &amp; go to prison all because this is the worst Government in living memory
#InsulateBritain
#FreeNazanin",1
"When the 9 meet their cell mates tonight

See how you get on sitting on the floor and not moving

#InsulateBritain https://t.co/OXiDWrtFh9",#InsulateBritain Karma Bites Back 😄 https://t.co/YZXMOkhRCF,1
,,
"Great result, keeping sending them down #InsulateBritain","@GregBarradale His partner would be better off without him.
Let's hope that these #InsulateBritain goons do get the prison sentence they deserve.",1
Christmas in jail for the #insulatebritain muppets 👍 https://t.co/xDQU6UguYi,"We stand with those simply wanted to keep us warm and #InsulateBritain ..

@InsulateLove ... #Respect x https://t.co/brCVPGREWd",0
Seeing lots of people making jokes about #insulatebritain activists getting raped in prison makes me think a lot of the public deserve everything that’s coming https://t.co/ezyjjXTzPj,@PeterCracknell1 @rachaelvenables Hopefully she will also report on firm but fair jail terms that the judge gives to the selfish #InsulateBritain vigilantes.,0
